Path,Size (KB),Resolution,Color Type,Label,Usage
F2/O5863.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a3984.jpg,30.626953125,640 x 480,Grayscale,F0,Training
F4/ct15-21.png,611.8779296875,449 x 464,RGB,F4,Training
F1/c16.jpg,32.451171875,640 x 480,Grayscale,F1,Training
F2/r7797.jpg,611.8779296875,449 x 464,RGB,F2,Training
F2/ct5-14.png,611.8779296875,449 x 464,RGB,F2,Training
F2/P5391.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/m71.jpg,17.5205078125,640 x 480,Grayscale,F4,Training
F4/G6226.jpg,29.1552734375,640 x 480,Grayscale,F4,Training
F1/l1763.jpg,22.83984375,640 x 480,Grayscale,F1,Training
F0/a9001.jpg,28.03125,640 x 480,Grayscale,F0,Training
F0/a7515.jpg,31.4794921875,640 x 480,Grayscale,F0,Training
F3/ct12-45.png,611.8779296875,449 x 464,RGB,F3,Training
F4/f24.jpg,24.5537109375,640 x 480,Grayscale,F4,Training
F3/ct9-22.png,611.8779296875,449 x 464,RGB,F3,Training
F4/ct12-48.png,611.8779296875,449 x 464,RGB,F4,Training
F0/a2459.jpg,30.87890625,640 x 480,Grayscale,F0,Training
F0/a7955.jpg,25.4140625,640 x 480,Grayscale,F0,Training
F0/k1.jpg,28.2685546875,640 x 480,Grayscale,F0,Training
F0/a2222.jpg,29.041015625,640 x 480,Grayscale,F0,Training
F2/U3910.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/ct9-63.png,611.8779296875,449 x 464,RGB,F3,Training
F4/d19.jpg,30.048828125,640 x 480,Grayscale,F4,Training
F4/m4595.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a1104.jpg,28.92578125,640 x 480,Grayscale,F0,Training
F0/a8226.jpg,32.0146484375,640 x 480,Grayscale,F0,Training
F0/a236.jpg,29.748046875,640 x 480,Grayscale,F0,Training
F4/ct12-56.png,611.8779296875,449 x 464,RGB,F4,Training
F1/ct2-5.png,611.8779296875,449 x 464,RGB,F1,Training
F1/L7003.jpg,22.6123046875,640 x 480,Grayscale,F1,Training
F0/a7207.jpg,30.8017578125,640 x 480,Grayscale,F0,Training
F2/w1330.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/ct14-48.png,611.8779296875,449 x 464,RGB,F4,Training
F0/j16.jpg,28.5185546875,640 x 480,Grayscale,F0,Training
F0/a1429.jpg,25.3779296875,640 x 480,Grayscale,F0,Training
F0/a8896.jpg,28.1669921875,640 x 480,Grayscale,F0,Training
F1/P2709.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/a254.jpg,28.1669921875,640 x 480,Grayscale,F0,Training
F4/l1683.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a1471.jpg,27.9658203125,640 x 480,Grayscale,F0,Training
F1/F6308.jpg,18.3662109375,640 x 480,Grayscale,F1,Training
F4/e13.jpg,16.525390625,640 x 480,Grayscale,F4,Training
F1/b22.jpg,13.0615234375,640 x 480,Grayscale,F1,Training
F0/a3325.jpg,26.9111328125,640 x 480,Grayscale,F0,Training
F3/ct9-50.png,611.8779296875,449 x 464,RGB,F3,Training
F3/ct8-60.png,611.8779296875,449 x 464,RGB,F3,Training
F1/ct1-31.png,611.8779296875,449 x 464,RGB,F1,Training
F3/M9367.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/ct8-51.png,611.8779296875,449 x 464,RGB,F3,Training
F0/a9386.jpg,28.9345703125,640 x 480,Grayscale,F0,Training
F0/a5117.jpg,28.1826171875,640 x 480,Grayscale,F0,Training
F1/ct1-25.png,611.8779296875,449 x 464,RGB,F1,Training
F0/a2285.jpg,32.119140625,640 x 480,Grayscale,F0,Training
F0/j42.jpg,24.1865234375,640 x 480,Grayscale,F0,Training
F2/l1980.jpg,611.8779296875,449 x 464,RGB,F2,Training
F2/x3524.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a231.jpg,31.1484375,640 x 480,Grayscale,F0,Training
F0/a8416.jpg,31.4326171875,640 x 480,Grayscale,F0,Training
F3/P1752.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a9267.jpg,25.9443359375,640 x 480,Grayscale,F0,Training
F0/a315.jpg,28.4677734375,640 x 480,Grayscale,F0,Training
F4/g25.jpg,27.01171875,640 x 480,Grayscale,F4,Training
F0/a2398.jpg,32.3583984375,640 x 480,Grayscale,F0,Training
F1/q8491.jpg,25.208984375,640 x 480,Grayscale,F1,Training
F4/M7450.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/O8052.jpg,25.5361328125,640 x 480,Grayscale,F1,Training
F4/A0.jpg,21.626953125,640 x 480,Grayscale,F4,Training
F4/ct12-52.png,611.8779296875,449 x 464,RGB,F4,Training
F4/d22.jpg,30.5087890625,640 x 480,Grayscale,F4,Training
F2/P6060.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/ct14-49.png,611.8779296875,449 x 464,RGB,F4,Training
F3/k55.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/j4810.jpg,21.16796875,640 x 480,Grayscale,F1,Training
F0/a222.jpg,21.91796875,640 x 480,Grayscale,F0,Training
F0/a420.jpg,29.98828125,640 x 480,Grayscale,F0,Training
F4/ct14-2.png,611.8779296875,449 x 464,RGB,F4,Training
F2/ct8-34.png,611.8779296875,449 x 464,RGB,F2,Training
F4/Q3358.jpg,611.8779296875,449 x 464,RGB,F4,Training
F3/ct9-67.png,611.8779296875,449 x 464,RGB,F3,Training
F0/a8929.jpg,26.0703125,640 x 480,Grayscale,F0,Training
F3/x111.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/w2533.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/ct8-72.png,611.8779296875,449 x 464,RGB,F3,Training
F3/O8354.jpg,611.8779296875,449 x 464,RGB,F3,Training
F2/M7284.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/k47.jpg,28.5009765625,640 x 480,Grayscale,F0,Training
F4/ct14-34.png,611.8779296875,449 x 464,RGB,F4,Training
F4/K6295.jpg,24.5859375,640 x 480,Grayscale,F4,Training
F2/t5085.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/W2723.jpg,23.466796875,640 x 480,Grayscale,F4,Training
F0/i8.jpg,24.9443359375,640 x 480,Grayscale,F0,Training
F1/f6167.jpg,611.8779296875,449 x 464,RGB,F1,Training
F4/t1079.jpg,24.8828125,640 x 480,Grayscale,F4,Training
F0/k24.jpg,27.3515625,640 x 480,Grayscale,F0,Training
F3/ct9-32.png,611.8779296875,449 x 464,RGB,F3,Training
F3/t2051.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/i18.jpg,21.7373046875,640 x 480,Grayscale,F0,Training
F1/c4202.jpg,22.384765625,640 x 480,Grayscale,F1,Training
F4/I9348.jpg,29.203125,640 x 480,Grayscale,F4,Training
F3/r4584.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/U8068.jpg,611.8779296875,449 x 464,RGB,F4,Training
F2/ct4-12.png,611.8779296875,449 x 464,RGB,F2,Training
F4/d34.jpg,27.955078125,640 x 480,Grayscale,F4,Training
F4/ct15-42.png,611.8779296875,449 x 464,RGB,F4,Training
F0/a7693.jpg,29.923828125,640 x 480,Grayscale,F0,Training
F3/ct11-9.png,611.8779296875,449 x 464,RGB,F3,Training
F2/u4961.jpg,611.8779296875,449 x 464,RGB,F2,Training
F2/W99.jpg,611.8779296875,449 x 464,RGB,F2,Training
F2/U597.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/p7022.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/c24.jpg,27.982421875,640 x 480,Grayscale,F1,Training
F0/a3491.jpg,21.1943359375,640 x 480,Grayscale,F0,Training
F0/a2714.jpg,31.9189453125,640 x 480,Grayscale,F0,Training
F2/l9381.jpg,611.8779296875,449 x 464,RGB,F2,Training
F2/N6898.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/n3519.jpg,22.2470703125,640 x 480,Grayscale,F4,Training
F4/f40.jpg,29.0576171875,640 x 480,Grayscale,F4,Training
F0/a4462.jpg,29.2041015625,640 x 480,Grayscale,F0,Training
F4/h5625.jpg,611.8779296875,449 x 464,RGB,F4,Training
F3/p7238.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/R897.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a2484.jpg,30.5185546875,640 x 480,Grayscale,F0,Training
F4/R1263.jpg,21.4580078125,640 x 480,Grayscale,F4,Training
F0/a9106.jpg,32.306640625,640 x 480,Grayscale,F0,Training
F4/v9014.jpg,611.8779296875,449 x 464,RGB,F4,Training
F3/ct9-9.png,611.8779296875,449 x 464,RGB,F3,Training
F0/a3487.jpg,28.92578125,640 x 480,Grayscale,F0,Training
F1/h3629.jpg,22.59375,640 x 480,Grayscale,F1,Training
F4/x8717.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/v2091.jpg,28.705078125,640 x 480,Grayscale,F4,Training
F4/G7686.jpg,26.935546875,640 x 480,Grayscale,F4,Training
F4/N1731.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a303.jpg,28.2255859375,640 x 480,Grayscale,F0,Training
F3/s584.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a4164.jpg,28.345703125,640 x 480,Grayscale,F0,Training
F0/i11.jpg,25.3779296875,640 x 480,Grayscale,F0,Training
F4/L9224.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/R9679.jpg,30.6201171875,640 x 480,Grayscale,F4,Training
F4/K5165.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/i8666.jpg,27.46875,640 x 480,Grayscale,F4,Training
F0/a9499.jpg,29.458984375,640 x 480,Grayscale,F0,Training
F0/h81.jpg,28.4580078125,640 x 480,Grayscale,F0,Training
F1/I2935.jpg,25.5361328125,640 x 480,Grayscale,F1,Training
F3/P5077.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a4441.jpg,30.06640625,640 x 480,Grayscale,F0,Training
F0/a4138.jpg,27.7958984375,640 x 480,Grayscale,F0,Training
F0/a6116.jpg,29.900390625,640 x 480,Grayscale,F0,Training
F4/Z1865.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/ct14-25.png,611.8779296875,449 x 464,RGB,F4,Training
F0/a3872.jpg,30.9482421875,640 x 480,Grayscale,F0,Training
F0/a566.jpg,32.7587890625,640 x 480,Grayscale,F0,Training
F0/a5885.jpg,28.03125,640 x 480,Grayscale,F0,Training
F4/ct14-23.png,611.8779296875,449 x 464,RGB,F4,Training
F0/a8362.jpg,25.1923828125,640 x 480,Grayscale,F0,Training
F2/Q9569.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/Y3369.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/N7338.jpg,611.8779296875,449 x 464,RGB,F3,Training
F2/j9451.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/R9457.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/ct11-51.png,611.8779296875,449 x 464,RGB,F3,Training
F0/j58.jpg,25.7275390625,640 x 480,Grayscale,F0,Training
F0/a180.jpg,27.900390625,640 x 480,Grayscale,F0,Training
F2/P9676.jpg,611.8779296875,449 x 464,RGB,F2,Training
F1/C7316.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/a1423.jpg,25.7265625,640 x 480,Grayscale,F0,Training
F2/r3042.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/k55.jpg,29.0068359375,640 x 480,Grayscale,F0,Training
F2/ct3-58.png,611.8779296875,449 x 464,RGB,F2,Training
F0/a7715.jpg,32.3583984375,640 x 480,Grayscale,F0,Training
F4/M4872.jpg,26.11328125,640 x 480,Grayscale,F4,Training
F0/a4114.jpg,29.923828125,640 x 480,Grayscale,F0,Training
F3/L1008.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/Q2258.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/q1837.jpg,22.298828125,640 x 480,Grayscale,F4,Training
F0/a3020.jpg,24.091796875,640 x 480,Grayscale,F0,Training
F0/a867.jpg,26.421875,640 x 480,Grayscale,F0,Training
F0/a216.jpg,30.0234375,640 x 480,Grayscale,F0,Training
F0/a8689.jpg,28.1669921875,640 x 480,Grayscale,F0,Training
F2/I9104.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/W50.jpg,20.3994140625,640 x 480,Grayscale,F4,Training
F4/J4988.jpg,20.5,640 x 480,Grayscale,F4,Training
F3/l7562.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/x6273.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/I5716.jpg,25.255859375,640 x 480,Grayscale,F4,Training
F2/ct4-43.png,611.8779296875,449 x 464,RGB,F2,Training
F2/ct5-52.png,611.8779296875,449 x 464,RGB,F2,Training
F0/a4319.jpg,29.2998046875,640 x 480,Grayscale,F0,Training
F3/w9436.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/o1170.jpg,19.60546875,640 x 480,Grayscale,F4,Training
F0/a7628.jpg,24.6845703125,640 x 480,Grayscale,F0,Training
F4/m8367.jpg,33.2001953125,640 x 480,Grayscale,F4,Training
F0/a5268.jpg,19.98046875,640 x 480,Grayscale,F0,Training
F1/b10.jpg,26.8876953125,640 x 480,Grayscale,F1,Training
F3/L3844.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/t6.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a9062.jpg,31.0966796875,640 x 480,Grayscale,F0,Training
F0/i13.jpg,25.5927734375,640 x 480,Grayscale,F0,Training
F0/a1727.jpg,23.39453125,640 x 480,Grayscale,F0,Training
F3/v4646.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/d20.jpg,30.5927734375,640 x 480,Grayscale,F4,Training
F0/a253.jpg,27.548828125,640 x 480,Grayscale,F0,Training
F4/q8322.jpg,611.8779296875,449 x 464,RGB,F4,Training
F2/ct4-57.png,611.8779296875,449 x 464,RGB,F2,Training
F0/a8654.jpg,25.884765625,640 x 480,Grayscale,F0,Training
F0/a9667.jpg,30.0703125,640 x 480,Grayscale,F0,Training
F0/a9720.jpg,28.1669921875,640 x 480,Grayscale,F0,Training
F0/a5313.jpg,30.7177734375,640 x 480,Grayscale,F0,Training
F2/w9695.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a111.jpg,28.201171875,640 x 480,Grayscale,F0,Training
F4/ct12-49.png,611.8779296875,449 x 464,RGB,F4,Training
F0/a9538.jpg,29.1044921875,640 x 480,Grayscale,F0,Training
F4/y654.jpg,19.63671875,640 x 480,Grayscale,F4,Training
F0/a8849.jpg,30.8017578125,640 x 480,Grayscale,F0,Training
F4/P402.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a6827.jpg,22.298828125,640 x 480,Grayscale,F0,Training
F4/h9938.jpg,23.8779296875,640 x 480,Grayscale,F4,Training
F0/a7519.jpg,28.1494140625,640 x 480,Grayscale,F0,Training
F0/k57.jpg,24.3310546875,640 x 480,Grayscale,F0,Training
F0/a1468.jpg,26.298828125,640 x 480,Grayscale,F0,Training
F4/d36.jpg,28.8232421875,640 x 480,Grayscale,F4,Training
F2/L3954.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/P3480.jpg,20.345703125,640 x 480,Grayscale,F4,Training
F0/a5229.jpg,28.1650390625,640 x 480,Grayscale,F0,Training
F1/c2.jpg,18.1279296875,640 x 480,Grayscale,F1,Training
F0/a6299.jpg,26.0703125,640 x 480,Grayscale,F0,Training
F3/ct12-33.png,611.8779296875,449 x 464,RGB,F3,Training
F4/y3619.jpg,28.255859375,640 x 480,Grayscale,F4,Training
F4/ct14-4.png,611.8779296875,449 x 464,RGB,F4,Training
F4/y7239.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/p722.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/a5039.jpg,28.0810546875,640 x 480,Grayscale,F0,Training
F4/g5278.jpg,23.37109375,640 x 480,Grayscale,F4,Training
F4/r8434.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/s8963.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a2991.jpg,30.0234375,640 x 480,Grayscale,F0,Training
F3/u9365.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/b23.jpg,21.892578125,640 x 480,Grayscale,F1,Training
F0/a1546.jpg,28.2685546875,640 x 480,Grayscale,F0,Training
F1/L1466.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/a347.jpg,28.1357421875,640 x 480,Grayscale,F0,Training
F4/L6945.jpg,26.275390625,640 x 480,Grayscale,F4,Training
F3/T6235.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/k21.jpg,27.921875,640 x 480,Grayscale,F0,Training
F3/ct9-73.png,611.8779296875,449 x 464,RGB,F3,Training
F3/ct12-21.png,611.8779296875,449 x 464,RGB,F3,Training
F3/J9937.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/k2.jpg,28.4091796875,640 x 480,Grayscale,F0,Training
F3/ct8-48.png,611.8779296875,449 x 464,RGB,F3,Training
F0/a699.jpg,30.9482421875,640 x 480,Grayscale,F0,Training
F4/U9265.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/O3235.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/a30.jpg,22.2568359375,640 x 480,Grayscale,F1,Training
F2/k2948.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a5176.jpg,28.96484375,640 x 480,Grayscale,F0,Training
F0/a7644.jpg,27.4541015625,640 x 480,Grayscale,F0,Training
F0/k56.jpg,25.685546875,640 x 480,Grayscale,F0,Training
F3/ct9-40.png,611.8779296875,449 x 464,RGB,F3,Training
F3/n386.jpg,611.8779296875,449 x 464,RGB,F3,Training
F3/r5505.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a5183.jpg,28.1669921875,640 x 480,Grayscale,F0,Training
F0/a9349.jpg,28.1826171875,640 x 480,Grayscale,F0,Training
F3/w8063.jpg,611.8779296875,449 x 464,RGB,F3,Training
F1/ct3-1.png,611.8779296875,449 x 464,RGB,F1,Training
F0/a7281.jpg,30.7265625,640 x 480,Grayscale,F0,Training
F1/B1474.jpg,23.1376953125,640 x 480,Grayscale,F1,Training
F1/Q5082.jpg,26.1142578125,640 x 480,Grayscale,F1,Training
F0/a6137.jpg,30.0947265625,640 x 480,Grayscale,F0,Training
F4/g22.jpg,26.822265625,640 x 480,Grayscale,F4,Training
F2/u1792.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a6225.jpg,26.3994140625,640 x 480,Grayscale,F0,Training
F4/S3901.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a1950.jpg,28.966796875,640 x 480,Grayscale,F0,Training
F4/F5642.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a9803.jpg,28.9111328125,640 x 480,Grayscale,F0,Training
F2/p2248.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a512.jpg,23.9423828125,640 x 480,Grayscale,F0,Training
F3/ct10-2.png,611.8779296875,449 x 464,RGB,F3,Training
F4/u1684.jpg,611.8779296875,449 x 464,RGB,F4,Training
F3/X3926.jpg,611.8779296875,449 x 464,RGB,F3,Training
F4/R3678.jpg,19.60546875,640 x 480,Grayscale,F4,Training
F0/a118.jpg,26.4736328125,640 x 480,Grayscale,F0,Training
F0/h27.jpg,29.576171875,640 x 480,Grayscale,F0,Training
F4/u8613.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/j77.jpg,27.6376953125,640 x 480,Grayscale,F0,Training
F2/v81.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/k23.jpg,27.9736328125,640 x 480,Grayscale,F0,Training
F2/O3824.jpg,611.8779296875,449 x 464,RGB,F2,Training
F2/O4304.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/ct9-19.png,611.8779296875,449 x 464,RGB,F3,Training
F0/a6455.jpg,22.298828125,640 x 480,Grayscale,F0,Training
F3/s8681.jpg,611.8779296875,449 x 464,RGB,F3,Training
F2/ct4-67.png,611.8779296875,449 x 464,RGB,F2,Training
F4/J742.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/O3480.jpg,611.8779296875,449 x 464,RGB,F1,Training
F4/z3077.jpg,30.5927734375,640 x 480,Grayscale,F4,Training
F4/R4436.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/O2694.jpg,611.8779296875,449 x 464,RGB,F4,Training
F0/a8210.jpg,27.2412109375,640 x 480,Grayscale,F0,Training
F2/J8390.jpg,611.8779296875,449 x 464,RGB,F2,Training
F4/h423.jpg,28.8232421875,640 x 480,Grayscale,F4,Training
F0/a5449.jpg,26.755859375,640 x 480,Grayscale,F0,Training
F1/k6.jpg,23.462890625,640 x 480,Grayscale,F1,Training
F1/Q4600.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/a6520.jpg,28.5859375,640 x 480,Grayscale,F0,Training
F0/a5680.jpg,28.3037109375,640 x 480,Grayscale,F0,Training
F0/a3144.jpg,29.5166015625,640 x 480,Grayscale,F0,Training
F1/i652.jpg,611.8779296875,449 x 464,RGB,F1,Training
F0/k40.jpg,27.326171875,640 x 480,Grayscale,F0,Training
F4/U4785.jpg,30.83984375,640 x 480,Grayscale,F4,Training
F0/a9943.jpg,25.345703125,640 x 480,Grayscale,F0,Training
F2/ct3-64.png,611.8779296875,449 x 464,RGB,F2,Training
F0/a4834.jpg,25.345703125,640 x 480,Grayscale,F0,Training
F0/a6443.jpg,22.189453125,640 x 480,Grayscale,F0,Training
F4/g7.jpg,23.466796875,640 x 480,Grayscale,F4,Training
F0/a3066.jpg,28.1650390625,640 x 480,Grayscale,F0,Training
F0/a3564.jpg,28.1650390625,640 x 480,Grayscale,F0,Training
F0/a7378.jpg,30.740234375,640 x 480,Grayscale,F0,Training
F4/L1913.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/O9613.jpg,21.802734375,640 x 480,Grayscale,F4,Training
F3/ct8-49.png,611.8779296875,449 x 464,RGB,F3,Training
F0/a5600.jpg,22.943359375,640 x 480,Grayscale,F0,Training
F4/M218.jpg,22.1396484375,640 x 480,Grayscale,F4,Training
F0/a1854.jpg,25.8017578125,640 x 480,Grayscale,F0,Training
F2/T3824.jpg,611.8779296875,449 x 464,RGB,F2,Training
F3/S3174.jpg,611.8779296875,449 x 464,RGB,F3,Training
F0/a542.jpg,30.626953125,640 x 480,Grayscale,F0,Training
F2/N8256.jpg,611.8779296875,449 x 464,RGB,F2,Training
F0/a6870.jpg,28.9345703125,640 x 480,Grayscale,F0,Training
F4/R4670.jpg,611.8779296875,449 x 464,RGB,F4,Training
F2/S8310.jpg,611.8779296875,449 x 464,RGB,F2,Training
F1/ct1-55.png,611.8779296875,449 x 464,RGB,F1,Training
F4/F3812.jpg,611.8779296875,449 x 464,RGB,F4,Training
F4/d43.jpg,26.8134765625,640 x 480,Grayscale,F4,Training
F1/K8782.jpg,23.1376953125,640 x 480,Grayscale,F1,Training
F4/e40.jpg,32.455078125,640 x 480,Grayscale,F4,Training
F2/ct3-39.png,611.8779296875,449 x 464,RGB,F2,Training
F0/a6718.jpg,21.341796875,640 x 480,Grayscale,F0,Training
F0/a7868.jpg,28.201171875,640 x 480,Grayscale,F0,Training
F0/a7741.jpg,31.095703125,640 x 480,Grayscale,F0,Training
F4/W3029.jpg,611.8779296875,449 x 464,RGB,F4,Training
F1/e1216.jpg,20.736328125,640 x 480,Grayscale,F1,Training
F1/n4578.jpg,611.8779296875,449 x 464,RGB,F1,Training
F4/W9881.jpg,26.822265625,640 x 480,Grayscale,F4,Training
